0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,label
0.0,-2.386812794561861,-1.9997220854779194,-0.09364111100003703,1.584494890285276,3.4683471585813885,2.1890424721410566,1.4647493101927325,-1.4672770808758004,-2.656862297380303,-1.7339168660162805,-3.3683845428793733,0.6720761124157485,-2.6738544914209474,-0.8236429393652208,-0.4550735509626376,0
1.0,-1.7677556386126225,0.283889623318099,-1.7379503663558007,3.72830728587095,1.948794822242239,-0.6836624066265173,2.311938000079325,-4.634506917495344,-1.2308096452042383,0.30877057184298584,-1.90066770606589,1.6392379153070784,1.1140577979729431,2.1155604118027123,-2.7407884833185436,0
1.0,1.182710918233526,1.461347064503811,-0.8134126042265984,-0.03659930089810781,-0.4936332937271355,-0.1459013986139903,1.529517836220041,-0.4040724498716328,0.7317669824755071,0.9302254548420632,1.9043007961693634,0.9234186766437046,1.7948589976911955,0.07632405525688064,-2.113617018279859,1
0.0,4.069765368930537,0.660418361541282,2.5675500854389077,-5.756550322592544,-0.8684159247987098,0.22377726908804504,5.7827754603421795,-0.6851452662343636,-2.9591850296225792,1.7890600441824578,4.291126555604082,1.9085802566072663,1.8577649260511424,-1.064750560591313,-3.149705807848372,1
0.0,-1.940508354437242,-0.6039047410909235,2.3710697389116464,1.6569666115442265,-2.1051156530240167,0.4148977530520323,-2.459576580498374,1.6925656846525852,1.4286464962338514,0.34541578550117846,-1.5260397807691977,0.32401828557875706,1.0474070454284892,-0.6821208200035039,2.339632028514358,0
0.0,1.8733480207200608,-0.5252893969710641,-1.0683474796429615,-2.5640368404095626,-0.4947217439119743,1.0326705534926666,-0.6426964510394833,0.5618525237615777,-0.23981445343638585,0.07974021696555456,0.22915304262600011,1.5523880823966705,-2.915187108612084,-1.2855943771654434,0.25647376559476387,1
1.0,-2.358715663398635,0.523132263034226,-1.0585670479365612,3.958501270903778,2.9784270412702396,0.719176801908796,-0.03566079815812384,-7.551542379912059,-2.458207922938599,-2.071123515404504,-7.078237074100967,-0.61885642709736,-3.372022076031196,0.7876155368472012,-1.0180012829240983,0
1.0,-3.846356267058221,0.2864103620589899,0.9589349981895662,-1.5888314884979828,-1.1284259485770032,-1.9705540399748207,-0.46632148412957486,0.864542598585418,-2.7417364119063583,0.48648398603089804,-0.8470031507001832,1.2263986042465207,-1.9994042531086484,0.2309460068611525,4.193238312749736,0
1.0,5.070226719622499,0.1939275726195255,-1.4871872302342428,-3.7865133758229623,-0.6259745542570831,1.9336100265448772,-1.1788473464216342,-0.8699151786040287,-4.058613265334401,1.2913988072548808,-1.3295775125458797,-1.0540555694433038,2.990089907250746,-0.17143446848873678,-0.2665193204551459,0
1.0,0.9443906624007468,-0.08217365495027096,1.714416693513117,5.291320749111901,-1.3938257978241582,-0.21479532284335792,-3.699782065611778,1.1134538776585916,2.3689338285695305,2.6627022984807707,-1.493635870535899,-0.8539670726530966,4.472104598567352,-0.015772126878747034,-1.0013230194527805,0
1.0,-3.095851652113405,0.3503639224284103,-2.311990972138977,2.8930547010779994,-0.3203745189235577,0.5540803237400285,-0.7518160977938385,-0.30710254048184926,-2.4901652802953986,2.8940060914706827,-2.1048641939980515,-3.0957357875839877,1.0241800964665884,0.3808667060757965,0.7810672130837641,0
1.0,1.427269842421302,0.2765866564550831,-0.6159238580757824,0.9816552112359797,-0.4995974496560154,1.1765606071263583,1.362248571831235,-3.904740314665994,0.10675245064449546,-0.5801834489961313,-2.035998227225132,-0.5105622981721125,2.4078539679246203,1.8229168252322765,-3.2480690700519768,0
1.0,-2.3114469601196186,-0.10440492197788905,-1.462696120600318,-6.851362338839077,-2.3164369098634507,-0.7659140167211794,-2.396177657821391,-3.3636970107455753,-4.816769881463549,-0.9274499367574769,0.2611040328415726,1.0357397337070133,-1.4675187133506726,-1.5795651049969877,9.164073398399111,1
0.0,2.3567050447007434,0.5558138088276724,0.10159106965712739,-2.9664687315730816,-2.067948227468892,0.041936923023766795,2.6110562867720617,1.0920480006189641,0.6334708659890739,0.27213748827927753,1.7825396048812954,-1.5667111297511125,1.7317716683408417,-0.14664341532934796,-2.4985139005587715,1
0.0,1.9540395476493548,1.6099870321937115,-3.964072640156925,-4.596208441454426,-0.5911825123338781,-0.056343176976634324,-1.738040953242507,-0.6874388902600249,1.4153172039181618,-1.5621554521460332,3.638705184510133,1.5675837009697267,-2.5281331661138244,-0.7687704695962049,3.0585766563387953,1
1.0,-3.015593449211268,-0.8130504622166229,1.0932493326796342,1.8587479997388467,5.073669083378013,0.5268737993221578,2.6787970884244823,-0.7739268992998815,-2.613961390426816,-2.458168256778052,-1.462816974439718,-1.6241597746486978,-1.9569066819501222,-1.057006619597362,-0.595114860868626,0
0.0,6.597742634040052,0.5707601726381643,1.201613884994491,-10.80823414945828,-3.242797095116683,0.23631435444604706,5.112934672993075,-0.06930530100235721,-2.8524343206442224,-0.05888435185545715,4.204050051851039,-0.18535351175076903,2.580598698161832,0.899641817926327,-1.715337355785004,1
1.0,0.7175042747386329,-0.0016112684029338958,-0.5038800263232597,4.1831206816188935,-0.008939992863493673,0.04539414295791806,-2.2791610721274527,0.4650719182809063,0.43251945160836813,2.9493300664689475,-0.41801875094338525,0.7905477430677578,3.8675586448000097,2.644909823135902,-0.9969852448424423,0
0.0,-2.024052867564719,1.2831239716284535,-2.5591299935475353,0.6462397939697468,-2.7091432393682973,0.19995924319551653,3.080976001923982,-0.1044666541974697,1.6620566507966799,-0.040351662547797096,-0.5092436397793616,-1.2942287924195326,2.6142932475813563,-0.7726507505082415,-2.7365927677462736,0
0.0,3.2275354120853956,-1.7659823685228648,-5.241504875699827,-6.678951942712485,-1.147578091903478,0.5846853532289342,-0.44374332147203477,-0.9287067970745219,1.9543813404579966,-3.276614499484415,3.3272782181345177,-0.1349487815635483,-2.4012410220648315,0.28246842151662427,1.7638446824235712,1
1.0,2.406096384795974,0.529279839441837,0.43117944989672563,2.937260654871232,-0.22933562003497965,1.6580076053026416,1.7410047193077798,1.841553083143665,-0.4815156104882625,2.264696936618743,-3.1518496271102068,0.5472386535187916,2.95530098656465,-0.5885604892086883,-6.476794958400494,0
